region,country,type_group,n_objects,share_within_region
Unknown,American | British | Dutch,Portfolio,1,2.1589412552084457e-05
Unknown,American | British | French,Portfolio,1,2.1589412552084457e-05
Unknown,American | British | French,Prints,19,0.0004101988384896047
Unknown,American | British | French | Swiss,Portfolio,1,2.1589412552084457e-05
Unknown,American | British | German,Portfolio,14,0.0003022517757291824
Unknown,American | British | German | Japanese,Prints,1,2.1589412552084457e-05
Unknown,American | British | Italian,Portfolio,1,2.1589412552084457e-05
Unknown,American | British | Italian,Volume,1,2.1589412552084457e-05
Unknown,American | British | Italian | Russian,Portfolio,1,2.1589412552084457e-05
Unknown,American | British | Korean | Latvian | Swedish,Portfolio,1,2.1589412552084457e-05
Unknown,American | British | Scottish,Prints,4,8.635765020833783e-05
Unknown,American | British | Spanish,Volume,1,2.1589412552084457e-05
Unknown,American | British | Swiss,Prints,1,2.1589412552084457e-05
Unknown,American | Canadian,Photographs,1,2.1589412552084457e-05
Unknown,American | Canadian,Portfolio,21,0.0004533776635937736
Unknown,American | Canadian,Prints,21,0.0004533776635937736
Unknown,American | Canadian,Sculpture,2,4.3178825104168914e-05
Unknown,American | Canadian,Volume,5,0.0001079470627604223
Unknown,American | Canadian | French,Prints,2,4.3178825104168914e-05
Unknown,American | Canadian | French,Volume,1,2.1589412552084457e-05
Unknown,American | Canadian | Italian,Volume,1,2.1589412552084457e-05
Unknown,American | Chinese,Prints,8,0.00017271530041667566
Unknown,American | Chinese,Volume,1,2.1589412552084457e-05
Unknown,American | Chinese | Japanese,Prints,1,2.1589412552084457e-05
Unknown,American | Croatian,Sculpture,2,4.3178825104168914e-05
Unknown,American | Cuban,Prints,7,0.0001511258878645912
Unknown,American | Czech,Drawings,1,2.1589412552084457e-05
Unknown,American | Danish,Prints,12,0.0002590729506250135
Unknown,American | Dutch,Portfolio,1,2.1589412552084457e-05
Unknown,American | Dutch,Prints,12,0.0002590729506250135
Unknown,American | Dutch,Volume,3,6.476823765625337e-05
Unknown,American | English,Portfolio,1,2.1589412552084457e-05
Unknown,American | English,Prints,1,2.1589412552084457e-05
Unknown,American | English,Volume,10,0.0002158941255208446
Unknown,American | Finnish,Prints,2,4.3178825104168914e-05
Unknown,American | Flemish,Prints,4,8.635765020833783e-05
Unknown,American | French,Drawings,4,8.635765020833783e-05
Unknown,American | French,Photographs,6,0.00012953647531250675
Unknown,American | French,Portfolio,68,0.0014680800535417432
Unknown,American | French,Prints,701,0.015134178199011205
Unknown,American | French,Sculpture,3,6.476823765625337e-05
Unknown,American | French,Technical Material,3,6.476823765625337e-05
Unknown,American | French,Volume,13,0.000280662363177098
Unknown,American | French | German,Portfolio,2,4.3178825104168914e-05
Unknown,American | French | German,Prints,1,2.1589412552084457e-05
Unknown,American | French | German,Volume,1,2.1589412552084457e-05
Unknown,American | French | Italian,Prints,4,8.635765020833783e-05
Unknown,American | French | Italian,Volume,1,2.1589412552084457e-05
Unknown,American | French | Italian | Mexican,Volume,1,2.1589412552084457e-05
Unknown,American | French | Japanese,Portfolio,1,2.1589412552084457e-05
Unknown,American | French | Japanese | Russian | Spanish | Swiss,Volume,1,2.1589412552084457e-05
Unknown,American | French | Mexican,Volume,1,2.1589412552084457e-05
Unknown,American | French | Mexican | Spanish,Volume,3,6.476823765625337e-05
Unknown,American | French | Scottish,Prints,1,2.1589412552084457e-05
Unknown,American | French | Swiss,Portfolio,1,2.1589412552084457e-05
Unknown,American | German,Drawings,15,0.0003238411882812669
Unknown,American | German,Photographs,13,0.000280662363177098
Unknown,American | German,Portfolio,40,0.0008635765020833784
Unknown,American | German,Prints,78,0.0016839741790625876
Unknown,American | German,Volume,10,0.0002158941255208446
Unknown,American | German | Italian,Prints,2,4.3178825104168914e-05
Unknown,American | German | Swedish,Portfolio,1,2.1589412552084457e-05
Unknown,American | Greek,Portfolio,8,0.00017271530041667566
Unknown,American | Greek,Prints,19,0.0004101988384896047
Unknown,American | Indian,Drawings,1,2.1589412552084457e-05
Unknown,American | Indian,Prints,20,0.0004317882510416892
Unknown,American | Indian,Sculpture,4,8.635765020833783e-05
Unknown,American | Irish,Prints,7,0.0001511258878645912
Unknown,American | Irish,Sculpture,2,4.3178825104168914e-05
Unknown,American | Irish,Volume,1,2.1589412552084457e-05
Unknown,American | Italian,Drawings,10,0.0002158941255208446
Unknown,American | Italian,Photographs,2,4.3178825104168914e-05
Unknown,American | Italian,Portfolio,10,0.0002158941255208446
Unknown,American | Italian,Prints,36,0.0007772188518750404
Unknown,American | Italian,Sculpture,2,4.3178825104168914e-05
Unknown,American | Italian,Volume,45,0.0009715235648438006
Unknown,American | Italian | Japanese,Portfolio,1,2.1589412552084457e-05
Unknown,American | Italian | Swiss,Portfolio,8,0.00017271530041667566
Unknown,American | Italian | Swiss,Prints,1,2.1589412552084457e-05
Unknown,American | Japanese,Photographs,27,0.0005829141389062804
Unknown,American | Japanese,Portfolio,44,0.0009499341522917162
Unknown,American | Japanese,Prints,103,0.002223709492864699
Unknown,American | Japanese,Technical Material,32,0.0006908612016667026
Unknown,American | Japanese,Volume,2,4.3178825104168914e-05
Unknown,American | Mexican,Drawings,1,2.1589412552084457e-05
Unknown,American | Mexican,Portfolio,8,0.00017271530041667566
Unknown,American | Mexican,Prints,23,0.0004965564886979426
Unknown,American | Mexican,Volume,1,2.1589412552084457e-05
Unknown,American | Netherlandish,Drawings,1,2.1589412552084457e-05
Unknown,American | New Zealander,Volume,2,4.3178825104168914e-05
Unknown,American | Nigerian,Prints,1,2.1589412552084457e-05
Unknown,American | Norwegian,Portfolio,1,2.1589412552084457e-05
Unknown,American | Norwegian,Volume,1,2.1589412552084457e-05
Unknown,American | Panamanian,Portfolio,11,0.00023748353807292904
Unknown,American | Persian,Volume,1,2.1589412552084457e-05
Unknown,American | Russian,Portfolio,1,2.1589412552084457e-05
Unknown,American | Russian,Prints,1,2.1589412552084457e-05
Unknown,American | Scottish,Painting,4,8.635765020833783e-05
Unknown,American | Scottish,Portfolio,1,2.1589412552084457e-05
Unknown,American | Scottish,Prints,21,0.0004533776635937736
Unknown,American | South Korean,Prints,1,2.1589412552084457e-05
Unknown,American | Spanish,Portfolio,2,4.3178825104168914e-05
Unknown,American | Spanish,Prints,22,0.0004749670761458581
Unknown,American | Spanish,Volume,1,2.1589412552084457e-05
Unknown,American | Swedish,Drawings,1,2.1589412552084457e-05
Unknown,American | Swedish,Portfolio,1,2.1589412552084457e-05
Unknown,American | Swedish,Prints,19,0.0004101988384896047
Unknown,American | Swiss,Portfolio,2,4.3178825104168914e-05
Unknown,American | Swiss,Prints,44,0.0009499341522917162
Unknown,American | Swiss,Volume,2,4.3178825104168914e-05
Unknown,American | Unknown,Drawings,6,0.00012953647531250675
Unknown,American | Unknown,Painting,12,0.0002590729506250135
Unknown,American | Unknown,Photographs,14,0.0003022517757291824
Unknown,American | Venezuelan,Prints,1,2.1589412552084457e-05
Unknown,American | Welsh,Portfolio,1,2.1589412552084457e-05
Unknown,American | West Indian,Volume,2,4.3178825104168914e-05
Unknown,Americca,Prints,1,2.1589412552084457e-05
Unknown,Anatolia,Carpet,1,2.1589412552084457e-05
Unknown,Anatolia,Coins,3,6.476823765625337e-05
Unknown,Anatolia,Metalwork,3,6.476823765625337e-05
Unknown,Anatolia,Sculpture,13,0.000280662363177098
Unknown,Andes,Ceramic,4,8.635765020833783e-05
Unknown,Andes,Implements,1,2.1589412552084457e-05
Unknown,Andes,Mixed Media,1,2.1589412552084457e-05
Unknown,Andes,Textile,5,0.0001079470627604223
Unknown,Anglo-Norman,Enamel,1,2.1589412552084457e-05
Unknown,Anglo-Norman?,Ivory,1,2.1589412552084457e-05
Unknown,Anglo-Saxon,Furniture and woodwork,1,2.1589412552084457e-05
Unknown,Anglo-Saxon,Jewelry,1,2.1589412552084457e-05
Unknown,Angola,Basketry-Containers,1,2.1589412552084457e-05
Unknown,Angola,Bone/Ivory-Sculpture,1,2.1589412552084457e-05
Unknown,Angola,Chordophone-Lute-plucked-unfretted,1,2.1589412552084457e-05
Unknown,Angola,Idiophone-Plucked / Depressed,3,6.476823765625337e-05
Unknown,Angola,Idiophone-Struck-slit drum,1,2.1589412552084457e-05
Unknown,Angola,Membranophone-single-headed / cylindrical drum,1,2.1589412552084457e-05
Unknown,Angola,Metal-Implements,1,2.1589412552084457e-05
Unknown,Angola,Metal-Ornaments,1,2.1589412552084457e-05
Unknown,Angola,Metal-Sculpture,3,6.476823765625337e-05
Unknown,Angola,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Angola,Wood-Furniture,4,8.635765020833783e-05
Unknown,Angola,Wood-Implements,3,6.476823765625337e-05
Unknown,Angola,Wood-Musical Instruments,2,4.3178825104168914e-05
Unknown,Angola,Wood-Ornaments,1,2.1589412552084457e-05
Unknown,Angola,Wood-Sculpture,13,0.000280662363177098
Unknown,Angola or Democratic Republic of the Congo,Bone/Ivory-Sculpture,1,2.1589412552084457e-05
Unknown,Angola or Democratic Republic of the Congo,Stone-Sculpture,1,2.1589412552084457e-05
Unknown,Angola or Democratic Republic of the Congo,Wood-Implements,1,2.1589412552084457e-05
Unknown,Angola or Democratic Republic of the Congo,Wood-Sculpture,3,6.476823765625337e-05
Unknown,Antonine-era Roman Empire (Egypt),Painting,1,2.1589412552084457e-05
Unknown,Aotearoa (New Zealand),Wood,1,2.1589412552084457e-05
Unknown,Aotearoa (New Zealand),Wood-Sculpture,1,2.1589412552084457e-05
Unknown,Arabia,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Arabia,Chordophone-Lute-plucked-fretted,3,6.476823765625337e-05
Unknown,Arabia,Chordophone-Lute-plucked-unfretted,1,2.1589412552084457e-05
Unknown,Arabia,Membranophone,1,2.1589412552084457e-05
Unknown,Arabia,Membranophone-double-headed / frame drum,1,2.1589412552084457e-05
Unknown,Arabia,Membranophone-single-headed / goblet drum,2,4.3178825104168914e-05
Unknown,Arabia,Membranophone-single-headed / kettle drum,4,8.635765020833783e-05
Unknown,Arabia or North Africa,Aerophone-Blow Hole-end-blown flute (vertical),1,2.1589412552084457e-05
Unknown,Arabian Peninsula,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Arabia|Iran,Membranophone-single-headed / goblet drum,1,2.1589412552084457e-05
Unknown,Arctic,Basketry,7,0.0001511258878645912
Unknown,Arctic. Aleut (Attu),Basketry,2,4.3178825104168914e-05
Unknown,Argentina,Bone/Ivory-Implements,2,4.3178825104168914e-05
Unknown,Argentina,Ceramic,2,4.3178825104168914e-05
Unknown,Argentina,Drawings,1,2.1589412552084457e-05
Unknown,Argentina,Metal-Implements,1,2.1589412552084457e-05
Unknown,Argentina,Metal-Ornaments,2,4.3178825104168914e-05
Unknown,Argentina,Metalwork,4,8.635765020833783e-05
Unknown,Argentina,Painting,1,2.1589412552084457e-05
Unknown,Argentina,Photographs,51,0.0011010600401563074
Unknown,Argentina,Portfolio,1,2.1589412552084457e-05
Unknown,Argentina,Prints,6,0.00012953647531250675
Unknown,Argentina,Sculpture,1,2.1589412552084457e-05
Unknown,Argentina,Stone Sculpture,4,8.635765020833783e-05
Unknown,Argentina,Stone-Implements,1,2.1589412552084457e-05
Unknown,Argentina,Stone-Sculpture,1,2.1589412552084457e-05
Unknown,Argentina,Stone-Vessels,3,6.476823765625337e-05
Unknown,"Argentina, Peru, or Bolivia",Textiles-Costumes,2,4.3178825104168914e-05
Unknown,Argentine,Photographs,1,2.1589412552084457e-05
Unknown,Argentinean,Decorative Art,1,2.1589412552084457e-05
Unknown,Argentinean,Drawings,8,0.00017271530041667566
Unknown,Argentinean,Photographs,2,4.3178825104168914e-05
Unknown,Argentinean,Prints,43,0.0009283447397396316
Unknown,Argentinean | British,Prints,1,2.1589412552084457e-05
Unknown,Armenia,Accessory-Foot and Leg wear,1,2.1589412552084457e-05
Unknown,Armenia,Accessory-Foot and Leg wear-Unisex,1,2.1589412552084457e-05
